text,label,movie,row_id,source
就因为一对k，你俩就忍不住了?这情节看的我尬死，这片子需要加感情戏嘛，好像也没这个必要吧，你都拍那么直了?,正向,F1：狂飙飞车 F1: The Movie,0244d5e181ae978392ed82e7158949a8f6d3f60e6f1a45c404e731317d32e5cf,canonical_douban_2025_2026
2.5，虎头蛇尾。导演大概平时没少看a24恐怖片，感觉除了dv视角之外视听调度思路借鉴了不少的其他的a24恐怖片 难怪这个片是a24发行 。伪人出来的时候直接看笑了，完全没有展现后室这个概念本该有的气质。这片真的应该给黑泽清 或者林奇，如果他还活着的话 导。,中性,后室 Backrooms,025a43378d1c6710a541c7299c2115c188d294071cbad131d94b247db500f3b6,canonical_douban_2025_2026
标准盖里奇小品了，没什么剧情嘛就主角团开挂战斗爽。但就是说6202年怎么还在惦记们猫猫偷狗模式啊盖里奇你真该死,中性,金谍行动 In the Grey,02610744b8c6833fcde6369b8485af80087c9a7160dfeea83e16dc1399aa610b,canonical_douban_2025_2026
什么乱七八糟的，bgm响了三个小时，也不知道到底想表达什么。所谓的革命就是打砸抢烧？有毒?,负向,一战再战 One Battle After Another,029d9e212217690e50e2cb0752e8a2f80ed9a32a2b94f41fee5806f156c69d24,canonical_douban_2025_2026
对真nikki来说是真恐怖电影 清醒过来牢底坐穿,中性,痴迷 Obsession,02e12fad645348fa31d4ab20abc801bbd1a0ff24bb452b12cebc30264654c561,canonical_douban_2025_2026
太好听了，但作为电影真的太差了。三星全给音乐。,中性,迈克尔·杰克逊：巨星之路 Michael,0342fc977698bcabb5a661b8db2edc1a7f1473ae5c2b0302d7fd02daf0da66c5,canonical_douban_2025_2026
话放这了，女导演的格局、对人性的敏感以及对人类情感的表述能力，是另一个性别永远也达不到的高度。讲性侵的电影，没有变成某个物种的春药才是正常的。全片真的太多细节了，但又胜在自然，情感的把控能力和点到为止却意味深长真的太牛了，韩 女导演出的电影是真的王炸。,正向,世界的主人 ??? ??,034ae6035b3010b45636a9e801498a94e44db1021f30c6fbb46a358c2f587cad,canonical_douban_2025_2026
开始以为是 地心引力 星际穿越 ，中间转入 异形 火星救援 ，后面又像 降临 et外星人 ，看完发现最接近大爱的 荒野机器人 月球 机器人之梦 。 观后感：? 远超预期，对太空科幻已审美疲态下，还能看到别出新意的一部，实在惊喜。轻松愉快，让苦大仇深消失在浩瀚宇宙。小幽默不断，视听效果绝赞，没脸、敏感、缺乏安全感，却善良、勤奋、忠诚的洛基，就是最理想的陪伴，堪比 大白 一样讨喜。 洛基可以晚6年回 谁懂一个石头说出这句话的含泪量。 终极孤独下，万物皆陪伴，年度lgbtqia跨物种虐恋片。从拯救宇宙，到挽救你我，挽救一趟旅程、一段奇遇、一场梦。这部电影，就是我们喜欢独处的缘由，每个人都能在里面找到独属于自己的内心乌托邦。 我都没给你准备礼物，但你给了我一切,正向,挽救计划 Project Hail Mary,03d6f4b25697f30fe6bfd82ed317df8fd4bef8ecc1c6e393eb3b22b60edc7cf3,canonical_douban_2025_2026
史建全的剧本问题太大了，结构完全是塌的，写成了纯粹的流水账，感觉找个好点的b站up主把原版的电视剧剪剪也不会比电影难看。电影的台词几乎是照搬原剧，电视剧台词的叙事浓度和电影完全天差地别，这么照搬肯定不行。原版电视剧是生活流，靠的是毛边取胜，拍电影把那点值得咂摸的毛边都去了，那还看什么呐？,负向,抓特务,03d9383677cf55634ca7b8191b3f0811cc94c6b3b35466092865350ef7d81887,canonical_douban_2025_2026
属于如果我自己在家看绝对看不进的片子,中性,F1：狂飙飞车 F1: The Movie,03e754cdc3efdd838a9b80b80aef3ea806acf680124d8b14c15f5a60f32c19d6,canonical_douban_2025_2026
当看到评论区说到这部电影太尖锐、太说教，我就想这才哪到哪呢，不够，远远不够。我呼吁女性创作者们千万不要吝啬自己的才华，希望每个月都能是女性电影的春节档。,正向,我，许可,0429d2b8a679737be956faf9114c4b7bc02b7fab4b3d6d26cefb92d015637c7e,canonical_douban_2025_2026
三星 6.1 冲着动作戏来的，果然也就动作戏能看，枪战、追车、爆破、肉搏军事动作片几板斧轮番上阵，有香港动作班底，观感也不会太差，飙车碾压停车场那段挺火爆，有几个长镜头完成度还挺高，而且战况还挺惨烈的。但是这文戏、这煽情、这表演实在是太过时和生硬了，还不如部分网大的水准，打戏一停就如坐针毡。这部的定位让我想起2022年张晋那部 狼群 ，那已经是低配版 战狼 红海行动 了，这部则是低配版 狼群 。好像是第一次在大银幕上看到余文乐。,中性,绝密任务,043dd291349c06cccf7f82ca1704c1c384c2218936e886fc13432aa57d6c30e0,canonical_douban_2025_2026
奉献一生的母亲牺牲自己维系父系纽带，但她还是得元气满满呢！不明白父亲 老公 儿子角色对展现女性的人生有什么必要性。,负向,我的妈耶,0476c62830e66f2da0dad351f0ec3514cf6cc014b2589186b5cac1de5e36e0df,canonical_douban_2025_2026
这种电影在时刻提醒世界，电影不能死,正向,F1：狂飙飞车 F1: The Movie,04e2f790c04abcc30f6bbd57aec4448a5fa9c6db1b8c88601114879454157879,canonical_douban_2025_2026
20260612上海国际电影节首映。作为一个喜剧，好笑就赢了一半，另一半的严肃性兼顾得也不错。个人不太喜欢结局的荒诞式处理，除此之外剧本其他部分还是很惊喜的。导演在映后谈说廖子妤的戏份删减了很多，我在观影过程中也有同感，删减已经影响人物设定了。,正向,一个部门的诞生 一個部門的誕生,050983b46f1ac3f2527f34cff27b7945ce1a0733f0f8395c192b07d0c7fed00a,canonical_douban_2025_2026
强烈建议带爸妈去看！开场五分钟我爸爸就坐直了身子，那个胡同、那个煤球炉子、广播里放的新闻，也是我爸爸小时候的记忆。他说这电影拍得太真了，那个年代的人就是那样，认死理、一根筋，但也特别有劲儿。我突然理解了他平时为什么那么 轴 ，原来他们那代人就是这么过来的。 抓特务 讲的就是我爸妈的青春啊，是他们经历过的那段日子。我觉得这片子是拍给他们那代人的礼物，让他们知道还有人记得他们的不容易,正向,抓特务,051b527275d1120ba7515ea85812f980150161a02bdb9b7a2a72ab6d753a6d1b,canonical_douban_2025_2026
还是不错的，就是梁家辉血条也太厚了吧?,正向,捕风追影,0538299fb465d3ce2340f1fdce78085119853518a1939a494ddb23ee9606f5ff,canonical_douban_2025_2026
一直忍不住的想，那个把装着自己小宝贝翠丝心爱之物的盒子埋在大树下的艾美丽，她经历了什么，她还好吗？,正向,玩具总动员5 Toy Story 5,055184425b26796b0d56ef0bc11f45ff1ec2226c9bc2bf9d04b0f02cc98c33da,canonical_douban_2025_2026
你，许可，你当然可以许可，你本来也无需别人同意。但是这种直给硬塞的口号式电影，被标榜成新时代的 女性电影 到底是经过谁的许可了？如果说 好东西 尚且可以称之为带有话剧色彩的实验电影，本片就完全是悬浮的空中景观，甚至像是情趣小玩具厂商的年度硬广。在宣泄了对众多人造词汇的不满以后，本片的真面目开始暴露，说白了就是夺回女性身体自主权，老娘不踏马的让你干了，以后我们自己干。我真的惊了，我没想到 女性电影 是这么个 女性电影 ，是因为男人没有提供应有的性快感，说白了你们男人一个一个活都不行！电话里那句被篡改但保留嘴型的台词，就是它的表达：男人活不好，请大胆的跟他离婚。次世代女性的 独立性 这一块，真牛而逼之了，我无话可说。如果这片子票房好的话，相信未来会继续端上很多类似的自嗨锅。女性主义也不过是生意。,负向,我，许可,055995be1133ca73a707a7a130c05c508a955fa7bd5830c04e26540ac124b3c2,canonical_douban_2025_2026
这才是真正的封神榜吧。政治明喻的内核剑指东方厚黑智慧。作为正统权力的 阐教 如何通过资源分配和政治运作铲除异己，所谓的 天理 都是权谋的包装，本质还是抢夺政治资源。相对应的，边缘化的神魔群体因未能结成坚固的政治同盟而内部分崩离析，最终还是靠两位主角的粘合剂完成了对 顺天应人 霸权的反叛。很好的一点是把家族矛盾和政治矛盾编织进了同一个叙事架构里 龙族 ，对东方式以宗亲血缘为纽带的权力分配体系有一定的映射。画面精致，镜头设计有思考，动作场面大多时候很漫威，高潮很热血日漫，展现出非常成熟的动画工业制作水平。有萌物有情感有画面有爽感，信息量在线，剧作扎实，还能看到一些更本土的文化解读，用商业逻辑来评判挺优秀的。btw我需要立刻知道结界兽土拨鼠周边的购买?和东海龙王的联系方式,正向,哪吒之魔童闹海,05a21762c995889b94db71ca6ac6f7720feefdea095cfd76f66dcf5aec6804ce,canonical_douban_2025_2026
能说么？电影看进去了，完全沉浸式在猜 这个世界到底是不是真实的 ，可到最后我依旧没有答案,正向,我看见两朵一样的云,05acae52640741a24d6492c93f4f8d2113c128cebb833c1cd82d783994defb06,canonical_douban_2025_2026
建议提档至蛇年春节档一起包饺子,中性,疯狂动物城2 Zootopia 2,05d2bb2d93ce8491aeb6791ec2c2ee5f2159beb17a63087d163ff95fcbe90a11,canonical_douban_2025_2026
我们都坚持自己认为对的事物，并为之奋斗。非常正能量且很热血，影片推荐一看。,正向,绝密任务,05d51428dd19609589842e88f07226a3dfb72bd3ebea361ced7bf02689565705,canonical_douban_2025_2026
只剩下zoo，没有了 u topia 动物更疯狂了，但没有了城。失去了归属地，也失去了安全感。,中性,疯狂动物城2 Zootopia 2,05f3d09ad749aaa7096504b9cbd59c251bd77541f2cf59e2590cbe2e4cb9882f,canonical_douban_2025_2026
前半部分挺好，二十年后的节奏没处理好。 故事还行，就是拍摄手法有待提高。,中性,森中有林,05ff12688d6506a7d72f6db4a5de189506c0ddd181c91dce04959aed0b5f6adc,canonical_douban_2025_2026
tiff2025 腐败的资本 无能的警方 降智的反派 打不死的角色 蹩脚的英文对话 中文对白 毫无正收益的反派动机 从头打到尾的b级片 这部片子被选到tiff肯定是因为其cult的属性吧 该不会以为国外观众会当做一部正经叙事的剧情片来看吧 从现场反应来看 我觉得更像是在观赏一部亚洲奇观 唯一可圈可点的就是动作武术设计 过瘾是确实过瘾 有些成龙的影子。但是吧 就像科幻片不能只有特效 否则大家看fx效果包岂不是更爽？能展现亚洲功夫特色与魅力的方式有很多 真没必要这么拍得跟cult一样 2025年了 冷兵器打不死主角 热兵器打不过拿着冷兵器的反派 行吧行吧 反正我是不知道不开作弊码 玩gta怎么用冷兵器屠警局 .,负向,火遮眼,062aae257189db6baad8fd6766e5feecfd041bd564b49d03c43192d9b03be945,canonical_douban_2025_2026
家人们是中偶！虽然有矫情的地方，但有点嗑到了?说实话三星的片子，但我挺喜欢的，加一星！ 水池边认出背影那里真的拍出了久别重逢一眼万年的感觉 于和伟夹克墨镜竟然有点苏，不怪老叔嬷嬷多?高圆圆老了老了好像俞飞鸿 但是从没见她演过这样的人设，还挺惊喜的吧 请宋小宝参演还是太天才了，,正向,森中有林,0662f309184696f85bfe92e24841ea2aed67ab2522d35a53cdb8e0405e4a25ab,canonical_douban_2025_2026
格雷斯教洛基什么叫 拥抱 ，洛基困惑地问： 为什么要让皮肤贴在一起？ 格雷斯解释那是地球人表达在乎的方式。后来，每次格雷斯从舱外回来，洛基都会第一时间伸出触角。他可能一辈子都不理解拥抱的生理意义，但他记住了这件事对朋友很重要。这种笨拙的温柔，比任何甜言蜜语都戳人。,正向,挽救计划 Project Hail Mary,067267893d26af5d9c9a7faba2ee4763243e6fe36407ec6ecc4ba821bbb6d200,canonical_douban_2025_2026
你就是我，我们两个一起当陈伦，完美搭档。如此相像的两个人，故事是从哪里开始变得不一样的呢？走错了路，就真的不能回头吗？,正向,天才游戏,067671a180114fceb9cfb96c24082ac858e39b217be5527fc4a653750078b941,canonical_douban_2025_2026
慢就是稳，稳就是快 看皮特在赛道上起舞，不只是他在飞，观众也跟着风驰电掣。进站换胎的高速剪辑惊呆下巴，加之音乐与镜头的绚丽交织，核级燃爽，适合挑选好的特效厅在大银幕极致体验。 只要我还握着方向盘，就踏实了 过气是否，成器未然，保持追逐，便在路上。,正向,F1：狂飙飞车 F1: The Movie,0695bc5e5411cf793d07b181bd8b680578e10a7c41f858b760ae411eac4afcdc,canonical_douban_2025_2026
年度最萌最可爱的悬疑片，出乎意料的轻盈温暖好笑好看 除了黑绵羊塞巴斯蒂安牺牲的时候真的鼻酸泪目了。 谁能想到，绵羊也可以智商起飞、逻辑超凡、团结一心、有勇有谋、缉凶破案，而这一切，都基于牧羊人狼叔给予它们的善意与爱。电影萌趣可爱之余，悬疑推理的部分并不含糊粗糙，也是看到最后才反应明白过来，凶手居然是ta 我一开始排除的嫌疑居然就是ta。最后看着小冬羔拥有了狼叔的名字，一群羊儿在夕阳下的草坪上听爱它们的新牧羊人讲故事，心中温存万千。 对了，最致力于破案的绵羊lily，它的名字原本来自牧羊人狼叔挚爱的女子，这个小巧但深情的设定，着实回味悠长。,正向,绵羊侦探团 The Sheep Detectives,069eed7a57f27415ff6f0c56dc935ba1c08e4490c5fd01703f5ac3e92f0573c0,canonical_douban_2025_2026
韩寒你也看过f1,中性,飞驰人生3,06bd24d575f14ab66c951bb443e2828f874bb59a28c823154f80bd6348c418c6,canonical_douban_2025_2026
笑死我了，英国佬高级黑。绵羊主角团说英语，邻居绵羊说法语，但是片子里说法语的绵羊虽然毛是白的，但是肤色是黑的啊哈哈哈哈！英国佬和法国佬一生之敌啊哈哈哈！,正向,绵羊侦探团 The Sheep Detectives,06de73b7eaf53bf22268b52fe63e8af00f7be36e05eb7b2817248b8aeefd1c41,canonical_douban_2025_2026
看到大团圆的时候心暖暖的，看之前还以为会苦大仇深。年纪大了就这样,正向,大濛,06f50ca36ec7058f212d8ca5198b37512f934323da051eb79c009a34294147c3,canonical_douban_2025_2026
迪士尼为了卖玩具不择手段啊迪士尼,正向,玩具总动员5 Toy Story 5,072baf9f059d362c4166ac0ecd01f7a02865f4a4c9c9d4c5a3f45f4278ca04ea,canonical_douban_2025_2026
看预告片就觉得全中，不管是题材、卡司、拍摄地点和拍摄难度 有谁会不想在圆山饭店挑战实拍大调度啊 ，还有这题材对地缘政治的可能隐喻和能够释放的戏剧张力 相较之下中港两地的题材在选取上显得不在一个档次 想看度拉满了 还好没让我失望毕竟不婚青年怎么会不爱看把婚礼现场拍成人间炼狱的悲喜剧呢?这片简直集合了我人生中所有最恐惧的东西 传统、规矩、人情世故，人人都说你是世界中心但其实是你这个中心要服务好这世界? 不过看到中段才发现我最害怕的其实是变成这样的父母 唤醒了童年创伤 唯一可惜结局把重心放在了男主治愈童年创伤和家庭关系上 毕竟春节档是吧 更能共情背井离乡者 也不能说厚此薄彼 毕竟余和田的对白也写得很好 但中间顶那么高结局显得略泄气 于是评价止步于我的26春节档最佳?,正向,双喜 雙囍,07476d01586aea893dcf66f01147066cd84b5cb32ebdb57900a7fdecbede5918,canonical_douban_2025_2026
坐牢,负向,绝密任务,079133574f36ab066737891f36973b701d5657ba26414d3c8350330bc51aad6e,canonical_douban_2025_2026
好窒息，这是从代入女方的角度的感慨，结婚真的不只是两个人的事，而是两个家庭的事，整体而言女方情绪真的很稳定了。 好痛苦，这是男主庭生的感受。父母婚姻的破裂会导致孩子不幸的童年，对一生都会造成阴影。因为大人的问题，让孩子周旋在双方之间，两边都想讨好又成了磨心。孩子是毫无保留地爱父母的，而父母不停说着对方的坏话数落对方的不是，其实这是双方二人的问题不应该牵涉到孩子，孩子也只会觉得窒息和痛苦。离异夫妻如何从父母角色处理好双方的关系以及与孩子的相处十分重要。有些自私和虚伪的父母一直诉说着多爱孩子，实则最爱的是自己 男主妈说愿意和他爸一块见个面，但是男主拉着她去就不愿意了 ，当然父母首先最爱自己才能更好爱孩子，但是这里的妈感觉连基本的责任感都没有。这部电影对我的启示是不要轻易走进婚姻，婚姻是爱和妥协。,中性,双喜 雙囍,079fca8ba232d9f610c5cc359e427c433c99309df9585104d8e02ebbafe856f8,canonical_douban_2025_2026
这电影真的超出预期，比想象的好看，女生的力量感真的很棒，很热血，但是不是主旋律那种喊口号，而是真刀真枪的干。,正向,绝密任务,07b49202a5fedf295ea92a108b3f4c24f516d5014663ff0ecdbb214d9a9d3910,canonical_douban_2025_2026
懦弱的男主连自杀都不是开枪自尽 作为恐怖片来说非常惊艳，笑和吓占一半，有点不满的是恐怖氛围还是用jump scare展现，有好几次我爆米花都差点洒了。除了本身的恐怖外，我喜欢的是用这样的方式讲述恋爱关系，作为一个刚从同居恋爱中离开的人，我觉得有很多地方可以理解导演想做什么，曾经当他把恋爱中痴迷的人的行为放入恐怖片时观众会感受到可怕之处，大到吃醋伤人杀人，小到 我觉得你的睡觉的样子很可爱想看着你睡觉 、 我可以跟着你去厕所嘛 等等，都变成ian派对上nikki真人的怒吼：that s not me! 在狂恋中人们迷失自我，lost themselves就是如此，这也是现实中恋爱的可怕之处。,正向,痴迷 Obsession,081d4ac6796d94b1828e7d631463cfb1decc52a8e061b2cff4ec537c03c68d47,canonical_douban_2025_2026
别看......快逃......烂到不能再烂了。国产编剧对科幻的想象力怎会如此贫瘠，然后一切又都在为那点男性意淫的孱弱爱情和俗套的亲情服务，一眼男编男导......还有，能不能不要持续刻板地滥用高饱和的光啊，简直视觉污染，还这么臭长......文淇以后好好筛选一下剧本可以吗？,负向,我看见两朵一样的云,0865cc416ddd4afed2fd51e6bad28ceb3db6ab739f5f2c0b40ce5614b5df3d84,canonical_douban_2025_2026
大概浏览了一下评论区，基本上没有几个人能黑到点子上，这部电影最大的问题在于他根本就不应该成为dcu第二部作品！ 1.有人说别找补还原漫画，我这边给漫画明日之姝的漫画粉嘴替一下，不好意思，我们漫画粉丝也不满意，这部电影完全和漫画的核心背道而驰，作者汤姆王看了哭了，把一个有血有肉逻辑自洽的反派写成了脸谱化的反派。 2.你说他抛弃了故事的深度也就罢了，也没有达到海王电影级别的爆米花爽感。我想请问强行加进来的赏金猎人萝卜，也就是海王演员二次就业， 对最后的boss战大结局有任何影响吗？完全删掉，也不影响故事的主线。 3.如果他是dcu的第20部作品，我可以原谅你的平庸，但你是dcu的第二部作品，承担的任务是发扬这个宇宙吸纳粉丝，而不是给这个宇宙增加负资产，所以综合来看只能给6 10。,中性,超级少女 Supergirl,0868757949aae06ec6767f4bdaf7f3c39000b7398b7d1287b0e9a3dc687fee97,canonical_douban_2025_2026
果果说影子不知道怎么取钱的时候我真的心疼老人了?,正向,捕风追影,087844c75fa1305f07bf06143f1c8118439fea1ca72993d361cff214a162e4ac,canonical_douban_2025_2026
让我想起彭昱畅之前的 绑架游戏 ，也是看起来设定很真空、压了好几年才有消息，甚至是标题都有些近似的项目。一开始 病娇富二代 x 落魄天才 差点以为在写文，后面试图把故事复杂到 莞莞类伦 的发展里，逻辑就开始崩了。p.s. 我没想到 十年一品温如言 后这么多年才有在银幕看到丁禹兮，虽然他用想不到的方式升咖了，但其实还是希望 和辛辛 一样能在电影院多见。,中性,天才游戏,08b27542739c66ee4c24f21d64db0d516e83e48aefecd5523dd416d279ef5f84,canonical_douban_2025_2026
她知道真相后的第一句话是：他走的这么早，她一个人养这么多孩子好辛苦。而她知道她一个人驱赶盗贼，先是褒奖她的英勇，然后让她保护好自己的安全，两位女性的友谊如此珍贵。,正向,给阿嬷的情书,08be3f5c700e9a2acf31607b75ae4087db5b7ec3db477f4a1ded3cfd88aa129b,canonical_douban_2025_2026
有种经济上行期的美,正向,F1：狂飙飞车 F1: The Movie,08da3ee5f10497eddede121000bd9c3ea7b71379839c08efbf0aa0d896f088a0,canonical_douban_2025_2026
太喜欢了，几乎完美的战争剧情片，戏剧张力十足的战略室电影。主创把一个讲述天气预报的电影拍得如此扣人心弦真的是一种本事，英国人真的很懂怎么做小切口的二战电影。另外，高潮时候诺曼底登陆与战略室互切的部分太动人了，仅仅靠剪辑和配乐就创造了很强的情感冲击力。,正向,诺曼底72小时 Pressure,08ebe8e083cc9d79ff47a3d3da448382a9b1535f441b3c2b436878e4bc6085c0,canonical_douban_2025_2026
就...蛮可惜的，除了亨利和吉伦哈尔两位偶尔蹦出来的卖腐插科打诨 甚至不是真的在卖，俩人之间其实没什么火花，就是纯纯靠颜值在硬凹 以及搭配俏皮文字解释的计划外，完全看不出这是盖 里奇的作品，而不是某个拿着ai剧本的不知名行活儿导演。动作戏中规中矩，不算差，问题就出在完全没有意外，除了两个不痛不痒的队员牺牲外其实完全没有危机感，搞得最后第三幕很残疾...有种按流程赶紧拍完赶紧下班的感觉？,中性,金谍行动 In the Grey,08f39cc11145fb8287b4b41da028f9224998c7f94ffc2892f347eda4d73f35eb,canonical_douban_2025_2026
小韩如此缺历史题材，真的感觉挖了又挖，从一个如此小的题材切入，虽然还是一贯套路。再看我泱泱大国，竟拍不出好电影,正向,与王生活的男人 ?? ?? ??,0900f2beda985fb8e4b75cffac437777d122ecd5cfe806c92a6a8b8554e99c75,canonical_douban_2025_2026
王源演技一整个大提升！剧情看完我看哭了?相信我真好看，尤其是阿志第二次回游戏世界来找小一的时候两人的眼神戏给我狠狠看哭了?剧情大反转谁懂！我原谅张颂文了?,正向,我看见两朵一样的云,093c715b07fdc6bd96e56b2d648fa99ee9f0e1a20bbdd24129b29700db8451ad,canonical_douban_2025_2026
这还不好看吗？！这超级好看的啊！前半部分的抓捕追逐紧张又有着极佳的创意 后半部分揭秘日的播出 外星人活体的出现 人类那种沉默的震撼 而且其实有很多元素 比如有些人是如何连接了 阿卡西记录 飞船如何隐形什么的之类的 包括由修女之口说出 人类应该如何理解面对这件事 万一 真的有那样的一天 这也就不再是一部科幻片,正向,揭秘日 Disclosure Day,0972bc1ac3e5f857fd0c283d36a94dbab8ef43d02def3a7ab8d6382488e89e09,canonical_douban_2025_2026
比起孤味真的差太多了....而且有什么必要这么长......,中性,双喜 雙囍,09a6ae24e7e62ef3b713149db3acbf71067eb3c98abce302676e6173d058b182,canonical_douban_2025_2026
想象一下于和伟家里有两个女人，一个是高圆圆，一个是张天爱，祝你平安，拍挺好，下次不要再拍了好吗。,中性,森中有林,09af11715a98efee3d92e1d6518f4a2ce623f73cd81b84600cc4dfd7a3d650ee,canonical_douban_2025_2026
豆包我们编了二十场精彩纷呈的打戏，帮我生成一个父亲救女儿的剧本,正向,火遮眼,09fe1539390798d88c8fba89dffa80e3608535b692300d40e2fa106cddad1674,canonical_douban_2025_2026
西湖醋鱼难吃是洗不掉了,正向,捕风追影,0a4e289af5a17a12e04edec8d71c18a087f8add2f95cec172a0ea4f0dccb88fb,canonical_douban_2025_2026
最后桑尼着急忙慌的进更衣室我以为他不行了，原来是洗澡洗头摆造型去了,正向,F1：狂飙飞车 F1: The Movie,0abc36546424c944c8419e0e0eb30a5de5e07e28eba692594b75cc48aab5001c,canonical_douban_2025_2026
演到死儿子被逮捕那阵就行了，后面全是画蛇添足过犹不及?,中性,捕风追影,0ad870b50c072f279eecc5cde8182c3495c9ce6c192e35f815add57d3f2f9d54,canonical_douban_2025_2026
